,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
277,Tallahassee,30.45,-84.27,East Hill Baptist Church,30.45341890305452,-84.26810760706394,Church
278,Tallahassee,30.45,-84.27,Leon High Baseball Field,30.44678408324638,-84.27277138376228,Baseball Field
279,Tallahassee,30.45,-84.27,2 minute red light,30.445639679019457,-84.26890995935888,Intersection
280,Atlanta,33.76,-84.39,The Tabernacle,33.75871863044298,-84.39145525628788,Music Venue
281,Atlanta,33.76,-84.39,AmericasMart Building 3,33.761522446696624,-84.3897189004215,Convention Center
282,Atlanta,33.76,-84.39,The Westin Lobby Bar,33.75958908455628,-84.38836601152384,Hotel Bar
283,Atlanta,33.76,-84.39,The Food Shoppe,33.75825335562448,-84.39058182878813,Cajun / Creole Restaurant
284,Atlanta,33.76,-84.39,Ted's Montana Grill,33.758538,-84.390669,American Restaurant
285,Atlanta,33.76,-84.39,Alma Cocina,33.759069943235,-84.387536478439,Latin American Restaurant
286,Atlanta,33.76,-84.39,Aviva by Kameel,33.7605969735783,-84.38654827418792,Mediterranean Restaurant
287,Atlanta,33.76,-84.39,SkyView Atlanta,33.75886526317255,-84.39196291984763,Theme Park Ride / Attraction
288,Atlanta,33.76,-84.39,Centennial Olympic Park,33.76035574468761,-84.39350724220276,Park
289,Atlanta,33.76,-84.39,Fountain of Rings,33.75952447261954,-84.39280012739826,Fountain
290,Atlanta,33.76,-84.39,Red Phone Booth,33.75957510929371,-84.38690632129897,Bar
291,Atlanta,33.76,-84.39,Sweet Georgia's Juke Joint,33.75867604101219,-84.38774354786175,Southern / Soul Food Restaurant
292,Atlanta,33.76,-84.39,Escape the Room,33.75889892553803,-84.38760271888172,General Entertainment
293,Atlanta,33.76,-84.39,Lumen,33.758594600201214,-84.38755877118889,Cocktail Bar
294,Atlanta,33.76,-84.39,The Westin Peachtree Plaza,33.7594111,-84.387917,Hotel
295,Atlanta,33.76,-84.39,Rialto Center for the Arts,33.756813077867285,-84.38923876475026,Performing Arts Venue
296,Atlanta,33.76,-84.39,Polaris,33.761552270001054,-84.38689786622948,New American Restaurant
297,Atlanta,33.76,-84.39,Panbury's Pie Café,33.76056147225917,-84.38639337895938,Café
298,Atlanta,33.76,-84.39,Hard Rock Cafe Atlanta,33.7598163,-84.3874499,Theme Restaurant
299,Atlanta,33.76,-84.39,The Children's Museum of Atlanta,33.762474932967606,-84.39182310285935,Museum
300,Atlanta,33.76,-84.39,"Sun Dial Restaurant, Bar & View",33.75947803596591,-84.38857976983876,Hotel Bar
301,Atlanta,33.76,-84.39,Wxyz Lounge,33.762477179621904,-84.38938189134733,Lounge
302,Atlanta,33.76,-84.39,Gus's Fried Chicken,33.75990216220687,-84.38613256794756,Fried Chicken Joint
303,Atlanta,33.76,-84.39,Park Bar,33.75819,-84.392779,Sports Bar
304,Atlanta,33.76,-84.39,Atlanta Marriott Marquis,33.761595,-84.3855796,Hotel
305,Atlanta,33.76,-84.39,College Football Hall of Fame,33.760184,-84.3951345,Museum
306,Atlanta,33.76,-84.39,Fish Bowl Poké,33.75572717691757,-84.38940018084884,Poke Place
307,Atlanta,33.76,-84.39,Pittypat's Porch,33.75966491359092,-84.38847406546165,Southern / Soul Food Restaurant
308,Atlanta,33.76,-84.39,World of Coca-Cola,33.76286032241633,-84.39316650014926,Museum
309,Atlanta,33.76,-84.39,Hsu's Gourmet,33.75956512767296,-84.38608767603405,Indian Chinese Restaurant
310,Atlanta,33.76,-84.39,Theatrical Outfit,33.757137994616215,-84.38939371972418,Theater
311,Atlanta,33.76,-84.39,Ruth's Chris Steak House,33.760717,-84.3942665,Steakhouse
312,Atlanta,33.76,-84.39,Firehouse Subs,33.760402,-84.386406,Sandwich Place
313,Atlanta,33.76,-84.39,Baraka Shawarma,33.75646257646296,-84.39088224519561,Mediterranean Restaurant
314,Atlanta,33.76,-84.39,Kwan's Deli and Korean Kitchen,33.76085112409367,-84.39406349170086,Sandwich Place
315,Atlanta,33.76,-84.39,Slice Downtown,33.756959240042754,-84.39007313055326,Lounge
316,Atlanta,33.76,-84.39,Reuben's Deli,33.75568700591916,-84.38944177070124,Deli / Bodega
317,Atlanta,33.76,-84.39,Balzer Theater at Herren's,33.757168720716436,-84.38936483021202,Theater
318,Atlanta,33.76,-84.39,Dua Vietnamese Noodle Soup,33.75560963018946,-84.38953015424566,Vietnamese Restaurant
319,Atlanta,33.76,-84.39,Georgia-Pacific Center,33.75821220858665,-84.38727596262589,Office
320,Atlanta,33.76,-84.39,Courtyard by Marriott Atlanta Downtown,33.75820341244482,-84.38808864368184,Hotel
321,Atlanta,33.76,-84.39,Get Fruity Cafe,33.75628769390578,-84.3918855797567,Juice Bar
322,Atlanta,33.76,-84.39,Rosa's Pizza,33.755799231186174,-84.389264158008,Pizza Place
323,Atlanta,33.76,-84.39,Latitudes Bistro & Lounge,33.758054,-84.394518,Hotel Bar
324,Atlanta,33.76,-84.39,Sub Zero Nitrogen Ice Cream,33.76152818809207,-84.39483375026248,Ice Cream Shop
325,Atlanta,33.76,-84.39,NaanStop,33.755792460006006,-84.38927438016196,Indian Restaurant
326,Atlanta,33.76,-84.39,Omni Atlanta Hotel at CNN Center,33.75803365,-84.39448624,Hotel
327,Atlanta,33.76,-84.39,Ali Baba,33.755703352485,-84.38941938022802,Falafel Restaurant
328,Atlanta,33.76,-84.39,Dunkin',33.75725023741556,-84.3887729115985,Donut Shop
329,Atlanta,33.76,-84.39,Glenn's Kitchen,33.75710834122937,-84.39276600830355,American Restaurant
330,Atlanta,33.76,-84.39,"Glenn Hotel, Autograph Collection",33.7569647,-84.3929763,Hotel
331,Atlanta,33.76,-84.39,High Velocity,33.76158,-84.3851,Bar
332,Atlanta,33.76,-84.39,Taqueria on Broad,33.755634357666565,-84.38952574300973,Mexican Restaurant
333,Atlanta,33.76,-84.39,Café Lucia,33.755854319443735,-84.39006949874123,Café
334,Atlanta,33.76,-84.39,Smoothie King,33.756057,-84.389171,Smoothie Shop
335,Atlanta,33.76,-84.39,Gibney's Pub,33.760358374672954,-84.38614488732391,Pub
336,Atlanta,33.76,-84.39,Pemberton Place,33.762973771642805,-84.39360840627404,Plaza
337,Atlanta,33.76,-84.39,McCormick & Schmick's Seafood & Steak,33.759069,-84.394996,Seafood Restaurant
338,Atlanta,33.76,-84.39,Jersey Mike's Subs,33.755888,-84.391068,Sandwich Place
339,Atlanta,33.76,-84.39,Michael's Cafe,33.756085,-84.391528,American Restaurant
340,Atlanta,33.76,-84.39,Prime Meridian,33.758055,-84.393966,American Restaurant
341,Atlanta,33.76,-84.39,Jimmy John's,33.756231773655216,-84.38881119290666,Sandwich Place
342,Atlanta,33.76,-84.39,Peets Coffee,33.758753,-84.394846,Coffee Shop
343,Atlanta,33.76,-84.39,Rising Roll Gourmet,33.756588,-84.388095,Sandwich Place
344,Atlanta,33.76,-84.39,Wednesday WindDown,33.75860516596657,-84.39340858551968,Music Venue
345,Atlanta,33.76,-84.39,Just Around The Corner,33.757022470883015,-84.39250022849622,Fast Food Restaurant
346,Atlanta,33.76,-84.39,Quiznos,33.7573462,-84.3880811,Sandwich Place
347,Atlanta,33.76,-84.39,Terrace Bistro,33.7581443786519,-84.38766197410318,Southern / Soul Food Restaurant
348,Atlanta,33.76,-84.39,Thrive,33.75692149671866,-84.39241327675718,Nightclub
349,Atlanta,33.76,-84.39,Subway,33.758188879504075,-84.39304550157411,Sandwich Place
350,Atlanta,33.76,-84.39,Flats,33.758127,-84.392898,New American Restaurant
351,Atlanta,33.76,-84.39,Sky Lounge At The Glenn Hotel,33.75712772705435,-84.3929639737961,Lounge
352,Atlanta,33.76,-84.39,J.R. Crickets Downtown,33.7560345,-84.3900294,Wings Joint
353,Atlanta,33.76,-84.39,Starbucks,33.75660618,-84.38860219,Coffee Shop
354,Atlanta,33.76,-84.39,Downtown Gourmet,33.75674293889215,-84.38836374386977,Mediterranean Restaurant
355,Atlanta,33.76,-84.39,BurgerFi,33.75826637,-84.39489872,Burger Joint
356,Atlanta,33.76,-84.39,Pulse @ Atlanta Marriott Marquis,33.7615315890355,-84.38491668325615,Hotel Bar
357,Atlanta,33.76,-84.39,Fifth Third Bank & ATM,33.757508272217876,-84.38701228060381,Bank
358,Atlanta,33.76,-84.39,Sear @ Atlanta Marriott Marquis,33.76158,-84.3851,Bar
359,Atlanta,33.76,-84.39,CVS pharmacy,33.757655,-84.385855,Pharmacy
360,Atlanta,33.76,-84.39,Home2 Suites by Hilton,33.7569457,-84.3911642,Hotel
361,Atlanta,33.76,-84.39,Starbucks,33.761693,-84.385642,Coffee Shop
362,Atlanta,33.76,-84.39,Hudson Grille,33.75767878917248,-84.39322695494685,American Restaurant
363,Atlanta,33.76,-84.39,Thrive,33.75699834749192,-84.39246165782913,Sushi Restaurant
364,Atlanta,33.76,-84.39,FedEx Office Print & Ship Center,33.76149744891489,-84.38501000404358,Shipping Store
365,Atlanta,33.76,-84.39,Arby's,33.75807898052406,-84.39456054571565,Fast Food Restaurant
366,Atlanta,33.76,-84.39,Subway,33.76039838706728,-84.38492563359715,Sandwich Place
367,Honolulu,21.31,-157.83,Honolulu Museum of Art Spalding House,21.311905620138447,-157.83299242722575,Art Gallery
368,Honolulu,21.31,-157.83,Archie Baker Mini Park,21.308236175570173,-157.8311566060689,Park
369,Honolulu,21.31,-157.83,Makiki Loop Trail,21.313954238082335,-157.82934101848727,Trail
370,Honolulu,21.31,-157.83,Makiki Forest Recreation Area,21.31395924814536,-157.82927040449803,Forest
371,Boise,43.61,-116.24,Tango's,43.61080901144538,-116.24364535981944,Empanada Restaurant
372,Boise,43.61,-116.24,McCleary's Pub,43.61004825586488,-116.24316225975397,Pub
373,Boise,43.61,-116.24,Navajo Room,43.61215340737921,-116.24291531290008,Dive Bar
374,Boise,43.61,-116.24,Bosnia Express,43.612285,-116.242028,Sandwich Place
375,Boise,43.61,-116.24,Chiang Mai House,43.612336917353765,-116.24271109777898,Thai Restaurant
376,Boise,43.61,-116.24,Wok-Inn Noodle,43.6122068819733,-116.24302274788919,Chinese Restaurant
377,Boise,43.61,-116.24,Campos Market,43.608292,-116.24397,Mexican Restaurant
378,Boise,43.61,-116.24,Emerald Lanes,43.61215515702726,-116.24214656127695,Bowling Alley
379,Boise,43.61,-116.24,Wells Fargo,43.608675,-116.243713,Bank
380,Boise,43.61,-116.24,Subway,43.61187398802441,-116.24404254903288,Sandwich Place
381,Boise,43.61,-116.24,Shell,43.61137725,-116.23903446,Gas Station
382,Boise,43.61,-116.24,Sonic Drive-In,43.6123159,-116.2440647,Fast Food Restaurant
383,Boise,43.61,-116.24,Idaho Youth Ranch,43.606920821018136,-116.24304669727212,Thrift / Vintage Store
384,Boise,43.61,-116.24,McDonald's,43.609381,-116.242945,Fast Food Restaurant
385,Boise,43.61,-116.24,Craft Brewers of Boise,43.608506,-116.243079,Brewery
386,Boise,43.61,-116.24,Gig's Music,43.61012,-116.243845,Music Store
387,Boise,43.61,-116.24,Gangnam (강남),43.607219,-116.243949,Korean Restaurant
388,Boise,43.61,-116.24,Telford And Sons Violins,43.613919,-116.242548,Music Store
389,Springfield,39.78,-89.65,Gabatoni's Restaurant,39.78267622410294,-89.6520324429651,Italian Restaurant
390,Springfield,39.78,-89.65,Track Shack,39.783165999999994,-89.652525,Bar
391,Springfield,39.78,-89.65,Grab a Java,39.783782457076,-89.64798715576485,Coffee Shop
392,Springfield,39.78,-89.65,Mel-O-Cream,39.783025563767154,-89.6528292628649,Donut Shop
393,Indianapolis,39.79,-86.15,Tinker Street,39.78856912887858,-86.15072443413982,New American Restaurant
394,Indianapolis,39.79,-86.15,Foundry Provisions,39.78858703183563,-86.15249083779659,Café
395,Indianapolis,39.79,-86.15,Footlite Musicals,39.79231691840656,-86.15193887898751,Theater
396,Indianapolis,39.79,-86.15,Greg's (Our Place),39.7883364944785,-86.15269796840447,Gay Bar
397,Indianapolis,39.79,-86.15,Harrison Center for the Arts,39.787915176571886,-86.15351751880183,Art Gallery
398,Indianapolis,39.79,-86.15,Dr. Martin Luther King Jr. Park,39.79305626496455,-86.14656686782837,Park
399,Indianapolis,39.79,-86.15,Talbot Street Art Fair,39.79082138027426,-86.15492873596664,Public Art
400,Indianapolis,39.79,-86.15,Redbox,39.788426,-86.149029,Video Store
401,Indianapolis,39.79,-86.15,The Villa Inn Restaurant & Spa,39.789260277555314,-86.15336452118402,Spa
402,Indianapolis,39.79,-86.15,Indieana Handicraft Exchange,39.788017,-86.153661,Art Gallery
403,Indianapolis,39.79,-86.15,Queen Bee Vintage,39.78837770278871,-86.15533619283809,Thrift / Vintage Store
404,Des Moines,41.59,-93.62,Des Moines Performing Arts Civic Center,41.58749573152956,-93.62057533097656,Theater
405,Des Moines,41.59,-93.62,Brenton Skating Plaza,41.58996122991858,-93.61696825948584,Skating Rink
406,Des Moines,41.59,-93.62,Principal Riverwalk,41.58915114924089,-93.61795868868678,Trail
407,Des Moines,41.59,-93.62,Iowa Wild Hockey,41.59262892583415,-93.62126139030147,Athletics & Sports
408,Des Moines,41.59,-93.62,World Food Prize,41.587569704993776,-93.61895253625453,Museum
409,Des Moines,41.59,-93.62,Splash Seafood Bar & Grill,41.58777462095492,-93.62155081327812,Seafood Restaurant
410,Des Moines,41.59,-93.62,Simon Estes Amphitheater,41.588179995361685,-93.61648930170074,Music Venue
411,Des Moines,41.59,-93.62,Wells Fargo Arena,41.592577209814905,-93.62116506391884,Basketball Stadium
412,Des Moines,41.59,-93.62,Hilton,41.59073,-93.62354,Hotel
413,Des Moines,41.59,-93.62,Hy-Vee Hall,41.59208898460185,-93.62166781862778,Convention Center
414,Des Moines,41.59,-93.62,Cowles Commons,41.58709244950187,-93.621732712769,Plaza
415,Des Moines,41.59,-93.62,Fong's Pizza,41.585925025621385,-93.62189262540161,Pizza Place
416,Des Moines,41.59,-93.62,Buzzard Billy's,41.58999945418253,-93.62113594933261,Cajun / Creole Restaurant
417,Des Moines,41.59,-93.62,Nitefall on the River,41.588084632337896,-93.61672282218933,Music Venue
418,Des Moines,41.59,-93.62,Robert D. Ray Asian Gardens,41.5930752245508,-93.61733044778836,Garden
419,Des Moines,41.59,-93.62,The Stuffed Olive,41.5855596470265,-93.6206961177078,Cocktail Bar
420,Des Moines,41.59,-93.62,Stoner Theater,41.587256079247204,-93.62016006715442,Theater
421,Des Moines,41.59,-93.62,Wasabi Tao,41.58633193859902,-93.6222130934525,Sushi Restaurant
422,Des Moines,41.59,-93.62,Embassy Suites by Hilton,41.58830698319226,-93.61575261904531,Hotel
423,Des Moines,41.59,-93.62,Farm Boys Burritos - DSM DownTown Farmers Market,41.58609009537289,-93.6221048569772,Breakfast Spot
424,Des Moines,41.59,-93.62,The Lift,41.58599305002496,-93.62203298478487,Lounge
425,Des Moines,41.59,-93.62,Wellmark YMCA,41.588588977293654,-93.62427166747761,Gym / Fitness Center
426,Des Moines,41.59,-93.62,Domino's Pizza,41.58853199578732,-93.6229750514031,Pizza Place
427,Des Moines,41.59,-93.62,Big City Burgers And Greens,41.586445941963575,-93.62310183889677,Burger Joint
428,Des Moines,41.59,-93.62,The Riverwalk Hub,41.58631013895708,-93.61790399254859,Coffee Shop
429,Des Moines,41.59,-93.62,West Elm,41.58983379522598,-93.61451956784227,Furniture / Home Store
430,Des Moines,41.59,-93.62,Coda Lounge,41.58730855813016,-93.62273680924368,Lounge
431,Des Moines,41.59,-93.62,Starbucks,41.58812360255369,-93.62294532000823,Coffee Shop
432,Des Moines,41.59,-93.62,FedEx Office Print & Ship Center,41.5871725,-93.6227767,Shipping Store
433,Des Moines,41.59,-93.62,Papa John's Pizza,41.592972760624306,-93.621822295417,Pizza Place
434,Des Moines,41.59,-93.62,Sidebar,41.58651813786085,-93.62296840749981,Café
435,Des Moines,41.59,-93.62,Fairfield Inn And Suites,41.593796999999995,-93.620808,Hotel
436,Des Moines,41.59,-93.62,Iowa Hall of Pride,41.59118573061601,-93.62202513060244,Museum
437,Des Moines,41.59,-93.62,BOS Contemporary Midwest Cuisine,41.58761632916713,-93.6226126427043,American Restaurant
438,Des Moines,41.59,-93.62,Hilton Des Moines Downtown - Fitness Center,41.590598,-93.623804,Gym / Fitness Center
439,Des Moines,41.59,-93.62,Winter Farmer's Market,41.58685070581523,-93.62282084371992,Farmers Market
440,Topeka,39.04,-95.69,College Hill Pizza Pub,39.04035,-95.69528,Pizza Place
441,Topeka,39.04,-95.69,Oscars,39.04015803817488,-95.69521926633965,Dive Bar
442,Frankfort,38.2,-84.86,K-State Cafe,38.20103824988322,-84.85595069985811,Food Court
443,Frankfort,38.2,-84.86,Tackle Box N Sports Bar,38.20324,-84.862238,Bar
444,Baton Rouge,30.46,-91.14,Family Dollar,30.463472999999997,-91.138964,Discount Store
445,Augusta,44.32,-69.77,Lisa's Resturant,44.317561,-69.766982,American Restaurant
446,Augusta,44.32,-69.77,Cumberland Farms,44.321069,-69.774557,Convenience Store
447,Augusta,44.32,-69.77,SUBWAY,44.321633,-69.765102,Sandwich Place
448,Augusta,44.32,-69.77,Downtown Diner,44.316554181236526,-69.7735853024141,American Restaurant
449,Augusta,44.32,-69.77,Damon's Beverage Mart,44.32163588503818,-69.76451167005375,Convenience Store
450,Augusta,44.32,-69.77,Old Fort Western,44.316168849425694,-69.77034189572409,History Museum
451,Augusta,44.32,-69.77,Dunkin',44.319243441793105,-69.76557249970583,Donut Shop
452,Augusta,44.32,-69.77,Game On Cafe,44.319603,-69.773366,Hobby Shop
453,Augusta,44.32,-69.77,Whipper's Pizza,44.317239,-69.767094,Pizza Place
454,Augusta,44.32,-69.77,Lisas Legit Burritos,44.316587,-69.773258,Burrito Place
455,Augusta,44.32,-69.77,Pizza Connection,44.318714,-69.764368,Pizza Place
456,Augusta,44.32,-69.77,Cosmic Charlie's,44.317179557497205,-69.77460500157338,Smoke Shop
457,Augusta,44.32,-69.77,The Black And Tan,44.317008,-69.774469,Pub
458,Annapolis,38.97,-76.5,Segway of Annapolis,38.969737,-76.504777,Shop & Service
459,Annapolis,38.97,-76.5,Spa Cove Pool,38.96584155378302,-76.49901391290936,Pool
460,Boston,42.24,-71.03,The UPS Store,42.2434844,-71.0301983,Shipping Store
461,Boston,42.24,-71.03,Blue Hills Reservation (Granite Ave Entrance),42.240956723664404,-71.025403897892,Park
462,Boston,42.24,-71.03,238 Bus Stop,42.23849690359554,-71.0255896235467,Bus Stop
463,Boston,42.24,-71.03,The Corner Store,42.238304,-71.025257,Food & Drink Shop
464,Boston,42.24,-71.03,Quarry Hills Golf Club,42.24337075332129,-71.02689550471001,Golf Course
465,Lansing,42.73,-84.55,Sultan Express,42.73096487011941,-84.55207585162795,Middle Eastern Restaurant
466,Lansing,42.73,-84.55,Zoup!,42.73192749120787,-84.5523460127604,Soup Place
467,Lansing,42.73,-84.55,Jalapeno's,42.73101519552594,-84.55211681972402,Mexican Restaurant
468,Lansing,42.73,-84.55,Impression 5 Science Center,42.73228434474309,-84.54859481493416,Science Museum
469,Lansing,42.73,-84.55,Peanut Shop,42.7328831261739,-84.55220613268271,Snack Place
470,Lansing,42.73,-84.55,R.E. Olds Transportation Museum,42.731192,-84.548016,Museum
471,Lansing,42.73,-84.55,Weston's Kewpee Sandwich,42.73281,-84.55274,Burger Joint
472,Lansing,42.73,-84.55,Downtown Smoking Club,42.729566,-84.552677,Smoke Shop
473,Lansing,42.73,-84.55,For Crêpe Sake,42.731797,-84.551884,Creperie
474,Lansing,42.73,-84.55,Tavern & Tap,42.73348916383554,-84.55193381470204,Restaurant
475,Lansing,42.73,-84.55,Thai Village,42.729833093391626,-84.5523050681307,Thai Restaurant
476,Lansing,42.73,-84.55,Firehouse Subs,42.732284,-84.552518,Sandwich Place
477,Lansing,42.73,-84.55,Kositchek's,42.73393918235031,-84.55220614808314,Men's Store
478,Lansing,42.73,-84.55,Edens Juice,42.7329634393215,-84.55232053952165,Juice Bar
479,Lansing,42.73,-84.55,Summit Comics and Games,42.73183648799316,-84.55242514513293,Comic Shop
480,Lansing,42.73,-84.55,Juice Nation,42.73301379043825,-84.55223363164109,Juice Bar
481,Lansing,42.73,-84.55,Glazed & Confused,42.7332586,-84.55178819999999,Bakery
482,Lansing,42.73,-84.55,Riverwalk Theatre,42.7319002438373,-84.54927351784424,Theater
483,Lansing,42.73,-84.55,BIGGBY Coffee,42.73031029408109,-84.54505227573506,Coffee Shop
484,Lansing,42.73,-84.55,The Daily Bagel,42.730987262121374,-84.55219893852063,Bagel Shop
485,Lansing,42.73,-84.55,Tavern & Tap,42.732323122617125,-84.55235710669243,Lounge
486,Lansing,42.73,-84.55,Aladdin's Express,42.73215535948462,-84.55238114084811,Middle Eastern Restaurant
487,Lansing,42.73,-84.55,Kelly's Irish Pub,42.73177093911732,-84.55234176506757,Irish Pub
488,Lansing,42.73,-84.55,AnQi Sushi Express,42.73267379610581,-84.55172922833808,Sushi Restaurant
489,Lansing,42.73,-84.55,Chase Bank,42.73241290166286,-84.55189730972336,Bank
490,Lansing,42.73,-84.55,Midtown Brewing Company,42.72964715278051,-84.55263993702829,Brewery
491,Lansing,42.73,-84.55,BIGGBY COFFEE,42.73250622529563,-84.55289048066194,Coffee Shop
492,Lansing,42.73,-84.55,Nuthouse Sports Grill,42.73322,-84.54694,Sports Bar
493,Lansing,42.73,-84.55,Trōppo,42.73379150295998,-84.55193648135071,New American Restaurant
494,Lansing,42.73,-84.55,Taps 25,42.73342576082898,-84.54751540091672,Bar
495,Lansing,42.73,-84.55,Starbucks,42.7340522618963,-84.55055388131493,Coffee Shop
496,Lansing,42.73,-84.55,Secrets Night Club,42.731667571645666,-84.55235830244952,Nightclub
497,Lansing,42.73,-84.55,The Exchange of Lansing,42.73333169435193,-84.54882586878664,Bar
498,Lansing,42.73,-84.55,Grand Traverse Pie Co,42.732563485331376,-84.55246216654032,Bakery
499,Lansing,42.73,-84.55,The Loft,42.73340263125639,-84.54745857994018,Music Venue
500,Lansing,42.73,-84.55,The Tin Can,42.733418455353195,-84.54765398640444,Dive Bar
501,Lansing,42.73,-84.55,Palace of Jamaica,42.72912534783243,-84.55214918209253,Caribbean Restaurant
502,Lansing,42.73,-84.55,Domino's Pizza,42.73142987717313,-84.55263331532478,Pizza Place
503,Lansing,42.73,-84.55,Jimmy John's,42.73264292388966,-84.55238318236201,Sandwich Place
504,Lansing,42.73,-84.55,Los Tres Amigos,42.73265391012027,-84.55179825886707,Mexican Restaurant
505,Lansing,42.73,-84.55,PNC Bank,42.7339999,-84.551868,Bank
506,Lansing,42.73,-84.55,Valvoline Instant Oil Change,42.730235,-84.544256,Automotive Shop
507,Lansing,42.73,-84.55,Taco 911,42.73342384992063,-84.54742717764827,Fast Food Restaurant
508,Lansing,42.73,-84.55,Reutter Park,42.7292579766403,-84.5542895584068,Park
509,Lansing,42.73,-84.55,Blue Cross Blue Shield of Michigan,42.73158749268912,-84.55409109592438,Insurance Office
510,Lansing,42.73,-84.55,AnnaBelle's Pet Station,42.727071567156536,-84.5543644643367,Pet Store
511,St Paul,44.95,-93.09,Barrel Theory Beer Company,44.951020956886154,-93.0882581971405,Brewery
512,St Paul,44.95,-93.09,Mears Park,44.94937075687607,-93.08791995048523,Park
513,St Paul,44.95,-93.09,The Buttered Tin,44.95085662424983,-93.08867886914057,Bakery
514,St Paul,44.95,-93.09,Handsome Hog,44.9495835176953,-93.08911702104533,Southern / Soul Food Restaurant
515,St Paul,44.95,-93.09,World of Beer,44.948670067440446,-93.08806346735483,Beer Bar
516,St Paul,44.95,-93.09,Caribou Coffee,44.9486509,-93.092294,Coffee Shop
517,St Paul,44.95,-93.09,Tin Whiskers Brewing Co.,44.9508087242669,-93.0935402833429,Brewery
518,St Paul,44.95,-93.09,Saint Dinette,44.94979296862983,-93.08608304303664,New American Restaurant
519,St Paul,44.95,-93.09,Legacy Chocolates,44.9472196,-93.0895185,Dessert Shop
520,St Paul,44.95,-93.09,Dark Horse Bar & Eatery,44.95103404999194,-93.08817120411462,New American Restaurant
521,St Paul,44.95,-93.09,Skyway YMCA (Downtown Saint Paul),44.94932,-93.08909,Gym
522,St Paul,44.95,-93.09,Big River Pizza,44.94967997932708,-93.0859097268215,Pizza Place
523,St Paul,44.95,-93.09,St. Paul Farmers' Market,44.949619821535656,-93.085131162764,Farmers Market
524,St Paul,44.95,-93.09,Black Sheep Pizza,44.95127747448526,-93.09453220688569,Pizza Place
525,St Paul,44.95,-93.09,CHS Field,44.95061899460851,-93.0847886127842,Baseball Stadium
526,St Paul,44.95,-93.09,Capitol Guitars,44.950927516068525,-93.09081907123178,Music Store
527,St Paul,44.95,-93.09,Pino's Pizza,44.94745994181059,-93.09313325541979,Pizza Place
528,St Paul,44.95,-93.09,The Bulldog Lowertown,44.95009772883297,-93.08789166584633,Bar
529,St Paul,44.95,-93.09,Real Meal Delicatessen,44.947035874346085,-93.090567695295,American Restaurant
530,St Paul,44.95,-93.09,Maison Darras,44.94809605740227,-93.09271746143818,French Restaurant
531,St Paul,44.95,-93.09,Barrio Tequila Bar,44.94997433200856,-93.08808364051927,Bar
532,St Paul,44.95,-93.09,Hyatt Place St. Paul/Downtown,44.946572406496806,-93.08721093254087,Hotel
533,St Paul,44.95,-93.09,Keys Cafe & Bakery,44.951052201335386,-93.09449172798105,Breakfast Spot
534,St Paul,44.95,-93.09,Ox Cart Rooftop,44.95052620198702,-93.08706277895708,Bar
535,St Paul,44.95,-93.09,Jimmy John's,44.95207466376872,-93.09330142060412,Sandwich Place
536,St Paul,44.95,-93.09,Saint Paul Union Depot,44.947593708848565,-93.08520946024363,Train Station
537,St Paul,44.95,-93.09,Lowertown Dog Park,44.951180124779796,-93.08550750136175,Dog Run
538,St Paul,44.95,-93.09,Sawatdee,44.950719491046605,-93.09373182450487,Thai Restaurant
539,St Paul,44.95,-93.09,Lunds & Byerlys,44.95155148310619,-93.09506230039528,Supermarket
540,St Paul,44.95,-93.09,Liquor Vault,44.952125594061265,-93.09286295283589,Liquor Store
541,St Paul,44.95,-93.09,Caribou Coffee,44.947069118049384,-93.09293542824173,Coffee Shop
542,St Paul,44.95,-93.09,Birch's Lowertown,44.95035379769687,-93.0855071466116,Brewery
543,St Paul,44.95,-93.09,Hunan Garden,44.947167577921384,-93.09367819275607,Asian Restaurant
544,St Paul,44.95,-93.09,"Black Dog, Lowertown",44.94923058150412,-93.08421865612236,Café
545,St Paul,44.95,-93.09,Lowertown Wine & Spirits,44.9488215257319,-93.08575086748955,Liquor Store
546,St Paul,44.95,-93.09,12welve Eyes Brewing,44.94712377843788,-93.0890616056667,Brewery
547,St Paul,44.95,-93.09,Caribou Coffee,44.9513517,-93.0951996,Coffee Shop
548,St Paul,44.95,-93.09,Pioneer Endicott,44.947155568915285,-93.08945068205765,Residential Building (Apartment / Condo)
549,St Paul,44.95,-93.09,Potbelly Sandwich Shop,44.948128033523076,-93.09412530422975,Sandwich Place
550,St Paul,44.95,-93.09,Alary's Bar,44.95024406,-93.09268974,Sports Bar
551,St Paul,44.95,-93.09,Avis Car Rental,44.950376,-93.091437,Rental Car Location
552,St Paul,44.95,-93.09,DoubleTree by Hilton,44.9479219,-93.0932937,Hotel
553,St Paul,44.95,-93.09,SUBWAY,44.948253423521585,-93.09217411045074,Sandwich Place
554,St Paul,44.95,-93.09,Octo Fish Bar,44.95016446802608,-93.08535204549425,Seafood Restaurant
555,St Paul,44.95,-93.09,Caribou Coffee,44.94807611301412,-93.09408903121954,Coffee Shop
556,St Paul,44.95,-93.09,Stacked Deck Brewing Co.,44.947218,-93.09495,Brewery
557,St Paul,44.95,-93.09,Gopher Bar,44.95106444031559,-93.08871032634214,Hot Dog Joint
558,St Paul,44.95,-93.09,Asian Express,44.94761721935492,-93.09232894475748,Asian Restaurant
